Blah blah first line that gets skipped (☞ﾟヮﾟ)☞
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
4.944467122679327,0.0,-1.9024908499840003,-0.0188094,0.333348,-0.00103885,3.99991,4.06088,4.25501,4.61594,5.21697,6.21507,7.98546,11.6709,31.5208,64.7381,35.2193,22.3444,15.9379,12.4614,10.4525,9.24326,8.51674,8.125,8.00009
